"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032561","GO:0032561","guanyl ribonucleotide binding","7/260","204/6790",0.671111081371594,0.949324852446527,0.876334256821002,"ARF4/EEF1A1/HSP90AA1/TUBB4B/GNAS/RAC1/RHOB",7
"GO:0019887","GO:0019887","protein kinase regulator activity","4/260","119/6790",0.674471460830256,0.950088848520163,0.877039511644658,"RACK1/HSPB1/CCNI/AREG",4
"GO:0016407","GO:0016407","acetyltransferase activity","1/260","29/6790",0.678469711910422,0.950088848520163,0.877039511644658,"SAT1",1
"GO:0140097","GO:0140097","catalytic activity, acting on DNA","2/260","61/6790",0.68454064373964,0.950088848520163,0.877039511644658,"PLD3/RPS3",2
"GO:0019900","GO:0019900","kinase binding","13/260","376/6790",0.690212866041106,0.950088848520163,0.877039511644658,"ND2/EEF1A1/GSTP1/PEBP1/RACK1/HSPB1/HSP90AA1/RAC1/ATP1B1/RPS3/RHOB/EZR/YWHAZ",13
"GO:0002039","GO:0002039","p53 binding","1/260","30/6790",0.690834432351672,0.950088848520163,0.877039511644658,"MUC1",1
"GO:0004869","GO:0004869","cysteine-type endopeptidase inhibitor activity","1/260","30/6790",0.690834432351672,0.950088848520163,0.877039511644658,"WFDC2",1
"GO:0005544","GO:0005544","calcium-dependent phospholipid binding","1/260","30/6790",0.690834432351672,0.950088848520163,0.877039511644658,"ANXA1",1
"GO:0015485","GO:0015485","cholesterol binding","1/260","30/6790",0.690834432351672,0.950088848520163,0.877039511644658,"NPC2",1
"GO:0016538","GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","1/260","30/6790",0.690834432351672,0.950088848520163,0.877039511644658,"CCNI",1
"GO:0047485","GO:0047485","protein N-terminus binding","2/260","63/6790",0.701593828698138,0.950088848520163,0.877039511644658,"RPS21/ALOX5AP",2
"GO:0019212","GO:0019212","phosphatase inhibitor activity","1/260","31/6790",0.702725415722761,0.950088848520163,0.877039511644658,"LGALS3",1
"GO:0005178","GO:0005178","integrin binding","3/260","94/6790",0.704627762617222,0.950088848520163,0.877039511644658,"SPP1/COL3A1/ISG15",3
"GO:0005126","GO:0005126","cytokine receptor binding","4/260","125/6790",0.711535219071158,0.950088848520163,0.877039511644658,"CCL2/CCL18/CXCL14/S100A14",4
"GO:0019904","GO:0019904","protein domain specific binding","12/260","354/6790",0.711606676982775,0.950088848520163,0.877039511644658,"GAPDH/BASP1/DAP/HSPA5/GPX1/RACK1/SCNN1A/SCNN1B/HSP90AA1/TRIM28/EZR/YWHAZ",12
"GO:0003743","GO:0003743","translation initiation factor activity","1/260","32/6790",0.714160745196364,0.950088848520163,0.877039511644658,"EIF1",1
"GO:0003925","GO:0003925","G protein activity","1/260","32/6790",0.714160745196364,0.950088848520163,0.877039511644658,"RAC1",1
"GO:0008235","GO:0008235","metalloexopeptidase activity","1/260","32/6790",0.714160745196364,0.950088848520163,0.877039511644658,"CPE",1
"GO:0016836","GO:0016836","hydro-lyase activity","1/260","32/6790",0.714160745196364,0.950088848520163,0.877039511644658,"ENO1",1
"GO:0050661","GO:0050661","NADP binding","1/260","32/6790",0.714160745196364,0.950088848520163,0.877039511644658,"GAPDH",1
"GO:0051287","GO:0051287","NAD binding","1/260","32/6790",0.714160745196364,0.950088848520163,0.877039511644658,"GAPDH",1
"GO:0031072","GO:0031072","heat shock protein binding","2/260","65/6790",0.717876953923242,0.952198808319553,0.878987243285682,"HSPA5/RPS3",2
"GO:0005507","GO:0005507","copper ion binding","1/260","33/6790",0.725157816260132,0.956181545334157,0.88266376020485,"COX2",1
"GO:0140677","GO:0140677","molecular function activator activity","1/260","33/6790",0.725157816260132,0.956181545334157,0.88266376020485,"ATP1B1",1
"GO:0017018","GO:0017018","myosin phosphatase activity","1/260","34/6790",0.735733362770768,0.967272979878039,0.892902409306939,"DUSP23",1
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","2/260","68/6790",0.740899710131844,0.971208710935292,0.896535534408653,"LDHA/AKR1B10",2
"GO:0008201","GO:0008201","heparin binding","3/260","102/6790",0.755644234447232,0.984812231837968,0.909093123467522,"MDK/APOE/HDGF",3
"GO:0030971","GO:0030971","receptor tyrosine kinase binding","1/260","36/6790",0.755683658882378,0.984812231837968,0.909093123467522,"RACK1",1
"GO:0032934","GO:0032934","sterol binding","1/260","37/6790",0.765088788981664,0.988489585590757,0.912487737081306,"NPC2",1
"GO:0140104","GO:0140104","molecular carrier activity","1/260","37/6790",0.765088788981664,0.988489585590757,0.912487737081306,"HBA2",1
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","2/260","72/6790",0.769090291373185,0.988489585590757,0.912487737081306,"LDHA/AKR1B10",2
"GO:0004540","GO:0004540","ribonuclease activity","1/260","38/6790",0.774133201074774,0.988489585590757,0.912487737081306,"RNASE1",1
"GO:0004896","GO:0004896","cytokine receptor activity","1/260","38/6790",0.774133201074774,0.988489585590757,0.912487737081306,"F3",1
"GO:0008237","GO:0008237","metallopeptidase activity","2/260","73/6790",0.77570893998005,0.988489585590757,0.912487737081306,"CPE/PRSS2",2
"GO:0005539","GO:0005539","glycosaminoglycan binding","4/260","138/6790",0.781071918027759,0.988489585590757,0.912487737081306,"MDK/BGN/APOE/HDGF",4
"GO:1901681","GO:1901681","sulfur compound binding","4/260","138/6790",0.781071918027759,0.988489585590757,0.912487737081306,"MDK/GSTP1/APOE/HDGF",4
"GO:0030674","GO:0030674","protein-macromolecule adaptor activity","5/260","169/6790",0.782030793590445,0.988489585590757,0.912487737081306,"LGALS3/RACK1/VAMP8/ATP1B1/COL1A2",5
"GO:0004222","GO:0004222","metalloendopeptidase activity","1/260","39/6790",0.782830678521539,0.988489585590757,0.912487737081306,"PRSS2",1
"GO:0035591","GO:0035591","signaling adaptor activity","1/260","39/6790",0.782830678521539,0.988489585590757,0.912487737081306,"RACK1",1
"GO:0008233","GO:0008233","peptidase activity","7/260","232/6790",0.792438950161937,0.997803410485594,0.921085451337226,"CPE/PGC/NAPSA/PRSS2/CTSE/F3/PDIA3",7
"GO:0004725","GO:0004725","protein tyrosine phosphatase activity","1/260","41/6790",0.799237359260876,0.999819508507644,0.922946537937116,"DUSP23",1
"GO:0004252","GO:0004252","serine-type endopeptidase activity","2/260","77/6790",0.800554716415905,0.999819508507644,0.922946537937116,"PRSS2/F3",2
"GO:0015631","GO:0015631","tubulin binding","4/260","145/6790",0.812653592557578,0.999819508507644,0.922946537937116,"GAPDH/S100A9/RPS3/EZR",4
"GO:0004553","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","1/260","43/6790",0.814408956827474,0.999819508507644,0.922946537937116,"LYZ",1
"GO:0004722","GO:0004722","protein serine/threonine phosphatase activity","1/260","43/6790",0.814408956827474,0.999819508507644,0.922946537937116,"DUSP23",1
"GO:0048029","GO:0048029","monosaccharide binding","1/260","43/6790",0.814408956827474,0.999819508507644,0.922946537937116,"BSG",1
"GO:0005546","GO:0005546","phosphatidylinositol-4,5-bisphosphate binding","1/260","44/6790",0.82156082746996,0.999819508507644,0.922946537937116,"PFN1",1
"GO:0031491","GO:0031491","nucleosome binding","1/260","44/6790",0.82156082746996,0.999819508507644,0.922946537937116,"H3-3B",1
"GO:0008270","GO:0008270","zinc ion binding","9/260","303/6790",0.828427405177684,0.999819508507644,0.922946537937116,"TIMP1/AEBP1/S100A6/CPE/QPCT/S100A9/TRIM28/MT2A/EGR1",9
"GO:0004197","GO:0004197","cysteine-type endopeptidase activity","1/260","45/6790",0.828438115471415,0.999819508507644,0.922946537937116,"PDIA3",1
"GO:0035091","GO:0035091","phosphatidylinositol binding","3/260","118/6790",0.8363367948201,0.999819508507644,0.922946537937116,"PFN1/WDR45B/SNX3",3
"GO:0003727","GO:0003727","single-stranded RNA binding","1/260","47/6790",0.841410555060501,0.999819508507644,0.922946537937116,"PABPC1",1
"GO:0008236","GO:0008236","serine-type peptidase activity","2/260","86/6790",0.84773875840329,0.999819508507644,0.922946537937116,"PRSS2/F3",2
"GO:0008238","GO:0008238","exopeptidase activity","1/260","49/6790",0.853405586756785,0.999819508507644,0.922946537937116,"CPE",1
"GO:0008757","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","1/260","49/6790",0.853405586756785,0.999819508507644,0.922946537937116,"NNMT",1
"GO:0019003","GO:0019003","GDP binding","1/260","49/6790",0.853405586756785,0.999819508507644,0.922946537937116,"RHOB",1
"GO:0008092","GO:0008092","cytoskeletal protein binding","13/260","435/6790",0.860248992274916,0.999819508507644,0.922946537937116,"GAPDH/S100A6/S100A4/TMSB4X/APOE/HSP90AA1/PFN1/S100A9/MARCKSL1/DSTN/RPS3/PLS3/EZR",13
"GO:0017171","GO:0017171","serine hydrolase activity","2/260","89/6790",0.861066186570412,0.999819508507644,0.922946537937116,"PRSS2/F3",2
"GO:0030295","GO:0030295","protein kinase activator activity","1/260","52/6790",0.869724500576365,0.999819508507644,0.922946537937116,"AREG",1
"GO:0140678","GO:0140678","molecular function inhibitor activity","1/260","52/6790",0.869724500576365,0.999819508507644,0.922946537937116,"RACK1",1
"GO:0000287","GO:0000287","magnesium ion binding","2/260","92/6790",0.873321365220827,0.999819508507644,0.922946537937116,"ENO1/S100P",2
"GO:0016746","GO:0016746","acyltransferase activity","2/260","92/6790",0.873321365220827,0.999819508507644,0.922946537937116,"QPCT/SAT1",2
"GO:0008047","GO:0008047","enzyme activator activity","6/260","227/6790",0.873530804297934,0.999819508507644,0.922946537937116,"PSAP/ALOX5AP/APOE/RACK1/GNAS/AREG",6
"GO:0030527","GO:0030527","structural constituent of chromatin","1/260","53/6790",0.874751456624175,0.999819508507644,0.922946537937116,"H3-3B",1
"GO:0043130","GO:0043130","ubiquitin binding","1/260","54/6790",0.879585154305297,0.999819508507644,0.922946537937116,"HSPB1",1
"GO:0004888","GO:0004888","transmembrane signaling receptor activity","7/260","262/6790",0.881572736977596,0.999819508507644,0.922946537937116,"HLA-DRA/HLA-DRB1/AGER/PIGR/HLA-DPA1/BCAM/F3",7
"GO:0001618","GO:0001618","virus receptor activity","1/260","55/6790",0.884232995736505,0.999819508507644,0.922946537937116,"BSG",1
"GO:0019209","GO:0019209","kinase activator activity","1/260","55/6790",0.884232995736505,0.999819508507644,0.922946537937116,"AREG",1
"GO:0019888","GO:0019888","protein phosphatase regulator activity","1/260","55/6790",0.884232995736505,0.999819508507644,0.922946537937116,"LGALS3",1
"GO:0017124","GO:0017124","SH3 domain binding","1/260","56/6790",0.888702100578155,0.999819508507644,0.922946537937116,"GPX1",1
"GO:0140272","GO:0140272","exogenous protein binding","1/260","56/6790",0.888702100578155,0.999819508507644,0.922946537937116,"BSG",1
"GO:0003697","GO:0003697","single-stranded DNA binding","1/260","58/6790",0.897131230872638,0.999819508507644,0.922946537937116,"YBX1",1
"GO:0008168","GO:0008168","methyltransferase activity","1/260","58/6790",0.897131230872638,0.999819508507644,0.922946537937116,"NNMT",1
"GO:0060090","GO:0060090","molecular adaptor activity","6/260","237/6790",0.897554618815744,0.999819508507644,0.922946537937116,"LGALS3/AGER/RACK1/VAMP8/ATP1B1/COL1A2",6
"GO:0016798","GO:0016798","hydrolase activity, acting on glycosyl bonds","1/260","59/6790",0.901104177986885,0.999819508507644,0.922946537937116,"LYZ",1
"GO:0008134","GO:0008134","transcription factor binding","8/260","303/6790",0.901432263542347,0.999819508507644,0.922946537937116,"ENO1/HSPB1/IFI27/ELOB/ASCL1/HDGF/RPS3/YWHAZ",8
"GO:0032182","GO:0032182","ubiquitin-like protein binding","1/260","60/6790",0.904924251337563,0.999819508507644,0.922946537937116,"HSPB1",1
"GO:0008234","GO:0008234","cysteine-type peptidase activity","1/260","62/6790",0.912128995075327,0.999819508507644,0.922946537937116,"PDIA3",1
"GO:0016741","GO:0016741","transferase activity, transferring one-carbon groups","1/260","64/6790",0.918789711208069,0.999819508507644,0.922946537937116,"NNMT",1
"GO:0042578","GO:0042578","phosphoric ester hydrolase activity","3/260","144/6790",0.918860622992365,0.999819508507644,0.922946537937116,"DUSP23/PLD3/PDIA3",3
"GO:0017111","GO:0017111","ribonucleoside triphosphate phosphatase activity","8/260","314/6790",0.92066044571489,0.999819508507644,0.922946537937116,"ARF4/EEF1A1/HSPA5/HSP90AA1/TUBB4B/GNAS/RAC1/RHOB",8
"GO:0019208","GO:0019208","phosphatase regulator activity","1/260","65/6790",0.921928973040644,0.999819508507644,0.922946537937116,"LGALS3",1
"GO:0052689","GO:0052689","carboxylic ester hydrolase activity","1/260","65/6790",0.921928973040644,0.999819508507644,0.922946537937116,"PLA2G2A",1
"GO:0042826","GO:0042826","histone deacetylase binding","1/260","66/6790",0.924947332447251,0.999819508507644,0.922946537937116,"HSP90AA1",1
"GO:0005085","GO:0005085","guanyl-nucleotide exchange factor activity","1/260","67/6790",0.927849428456132,0.999819508507644,0.922946537937116,"ARF4",1
"GO:0031490","GO:0031490","chromatin DNA binding","1/260","67/6790",0.927849428456132,0.999819508507644,0.922946537937116,"H3-3B",1
"GO:0140657","GO:0140657","ATP-dependent activity","5/260","221/6790",0.931033886065367,0.999819508507644,0.922946537937116,"TAPBP/HSPA5/HSP90AA1/ATP5F1B/ATP1B1",5
"GO:0019842","GO:0019842","vitamin binding","1/260","70/6790",0.935901906603756,0.999819508507644,0.922946537937116,"CRABP2",1
"GO:0000977","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","9/260","359/6790",0.938578807114014,0.999819508507644,0.922946537937116,"AEBP1/ENO1/XBP1/MUC1/ASCL1/HDGF/RPS3/H3-3B/EGR1",9
"GO:1990837","GO:1990837","sequence-specific double-stranded DNA binding","11/260","424/6790",0.939969299520906,0.999819508507644,0.922946537937116,"AEBP1/ENO1/BASP1/XBP1/MUC1/ASCL1/YBX1/HDGF/RPS3/H3-3B/EGR1",11
"GO:0008514","GO:0008514","organic anion transmembrane transporter activity","1/260","72/6790",0.940766281106454,0.999819508507644,0.922946537937116,"SLC25A6",1
"GO:0004721","GO:0004721","phosphoprotein phosphatase activity","1/260","74/6790",0.94526281243935,0.999819508507644,0.922946537937116,"DUSP23",1
"GO:0031267","GO:0031267","small GTPase binding","2/260","119/6790",0.946372138606649,0.999819508507644,0.922946537937116,"BRK1/PFN1",2
"GO:0003712","GO:0003712","transcription coregulator activity","5/260","236/6790",0.952247996413739,0.999819508507644,0.922946537937116,"ENO1/BASP1/MUC1/TRIM28/HDGF",5
"GO:0000976","GO:0000976","transcription cis-regulatory region binding","10/260","405/6790",0.953245633403611,0.999819508507644,0.922946537937116,"AEBP1/ENO1/BASP1/XBP1/MUC1/ASCL1/HDGF/RPS3/H3-3B/EGR1",10
"GO:0016462","GO:0016462","pyrophosphatase activity","8/260","340/6790",0.953784721442394,0.999819508507644,0.922946537937116,"ARF4/EEF1A1/HSPA5/HSP90AA1/TUBB4B/GNAS/RAC1/RHOB",8
"GO:0016817","GO:0016817","hydrolase activity, acting on acid anhydrides","8/260","340/6790",0.953784721442394,0.999819508507644,0.922946537937116,"ARF4/EEF1A1/HSPA5/HSP90AA1/TUBB4B/GNAS/RAC1/RHOB",8
"GO:0016818","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","8/260","340/6790",0.953784721442394,0.999819508507644,0.922946537937116,"ARF4/EEF1A1/HSPA5/HSP90AA1/TUBB4B/GNAS/RAC1/RHOB",8
"GO:0001067","GO:0001067","transcription regulatory region nucleic acid binding","10/260","406/6790",0.954168581671658,0.999819508507644,0.922946537937116,"AEBP1/ENO1/BASP1/XBP1/MUC1/ASCL1/HDGF/RPS3/H3-3B/EGR1",10
"GO:0016747","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","1/260","79/6790",0.955071636890763,0.999819508507644,0.922946537937116,"SAT1",1
"GO:0016788","GO:0016788","hydrolase activity, acting on ester bonds","6/260","274/6790",0.955613974864352,0.999819508507644,0.922946537937116,"RNASE1/DUSP23/PLD3/RPS3/PLA2G2A/PDIA3",6
"GO:0015291","GO:0015291","secondary active transmembrane transporter activity","1/260","81/6790",0.958485712022633,0.999819508507644,0.922946537937116,"SLC25A6",1
"GO:0140297","GO:0140297","DNA-binding transcription factor binding","5/260","243/6790",0.959961730950666,0.999819508507644,0.922946537937116,"HSPB1/IFI27/ASCL1/RPS3/YWHAZ",5
"GO:0019955","GO:0019955","cytokine binding","1/260","82/6790",0.960094553112828,0.999819508507644,0.922946537937116,"CHRDL2",1
"GO:0046982","GO:0046982","protein heterodimerization activity","3/260","176/6790",0.967967357799723,0.999819508507644,0.922946537937116,"XBP1/ATP1B1/H3-3B",3
"GO:0003682","GO:0003682","chromatin binding","5/260","255/6790",0.970588582489269,0.999819508507644,0.922946537937116,"ASCL1/TRIM28/YBX1/H3-3B/EGR1",5
"GO:0038023","GO:0038023","signaling receptor activity","8/260","362/6790",0.971550256071456,0.999819508507644,0.922946537937116,"HLA-DRA/HLA-DRB1/AGER/PIGR/TMEM123/HLA-DPA1/BCAM/F3",8
"GO:0060089","GO:0060089","molecular transducer activity","8/260","362/6790",0.971550256071456,0.999819508507644,0.922946537937116,"HLA-DRA/HLA-DRB1/AGER/PIGR/TMEM123/HLA-DPA1/BCAM/F3",8
"GO:0003690","GO:0003690","double-stranded DNA binding","11/260","463/6790",0.972010832122152,0.999819508507644,0.922946537937116,"AEBP1/ENO1/BASP1/XBP1/MUC1/ASCL1/YBX1/HDGF/RPS3/H3-3B/EGR1",11
"GO:0043565","GO:0043565","sequence-specific DNA binding","11/260","466/6790",0.973681318875137,0.999819508507644,0.922946537937116,"AEBP1/ENO1/BASP1/XBP1/MUC1/ASCL1/YBX1/HDGF/RPS3/H3-3B/EGR1",11
"GO:0042393","GO:0042393","histone binding","1/260","97/6790",0.97795869595219,0.999819508507644,0.922946537937116,"PTMS",1
"GO:0016887","GO:0016887","ATP hydrolysis activity","2/260","146/6790",0.978189519360259,0.999819508507644,0.922946537937116,"HSPA5/HSP90AA1",2
"GO:0140640","GO:0140640","catalytic activity, acting on a nucleic acid","3/260","195/6790",0.982044417246277,0.999819508507644,0.922946537937116,"RNASE1/PLD3/RPS3",3
"GO:0008509","GO:0008509","anion transmembrane transporter activity","1/260","108/6790",0.985750065055636,0.999819508507644,0.922946537937116,"SLC25A6",1
"GO:0000978","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding","6/260","328/6790",0.988562266278368,0.999819508507644,0.922946537937116,"XBP1/MUC1/ASCL1/HDGF/H3-3B/EGR1",6
"GO:0000981","GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","6/260","329/6790",0.988860412698713,0.999819508507644,0.922946537937116,"AEBP1/ENO1/XBP1/ASCL1/HDGF/EGR1",6
"GO:0016791","GO:0016791","phosphatase activity","1/260","115/6790",0.989207938888452,0.999819508507644,0.922946537937116,"DUSP23",1
"GO:0000987","GO:0000987","cis-regulatory region sequence-specific DNA binding","6/260","336/6790",0.990751961772195,0.999819508507644,0.922946537937116,"XBP1/MUC1/ASCL1/HDGF/H3-3B/EGR1",6
"GO:0003700","GO:0003700","DNA-binding transcription factor activity","6/260","337/6790",0.990996110157119,0.999819508507644,0.922946537937116,"AEBP1/ENO1/XBP1/ASCL1/HDGF/EGR1",6
"GO:0061629","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","2/260","178/6790",0.99276963559934,0.999819508507644,0.922946537937116,"HSPB1/IFI27",2
"GO:0003713","GO:0003713","transcription coactivator activity","1/260","137/6790",0.995503314576726,0.999819508507644,0.922946537937116,"TRIM28",1
"GO:0140098","GO:0140098","catalytic activity, acting on RNA","1/260","141/6790",0.996166236698524,0.999819508507644,0.922946537937116,"RNASE1",1
"GO:0030695","GO:0030695","GTPase regulator activity","1/260","149/6790",0.997214114558679,0.999819508507644,0.922946537937116,"ARF4",1
"GO:0060589","GO:0060589","nucleoside-triphosphatase regulator activity","1/260","149/6790",0.997214114558679,0.999819508507644,0.922946537937116,"ARF4",1
"GO:0004842","GO:0004842","ubiquitin-protein transferase activity","1/260","152/6790",0.997528725140787,0.999819508507644,0.922946537937116,"TRIM28",1
"GO:0004672","GO:0004672","protein kinase activity","2/260","214/6790",0.997988335097486,0.999819508507644,0.922946537937116,"CCL2/TRIM28",2
"GO:0019787","GO:0019787","ubiquitin-like protein transferase activity","1/260","163/6790",0.998408179333486,0.999819508507644,0.922946537937116,"TRIM28",1
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","1/260","172/6790",0.998889908882147,0.999819508507644,0.922946537937116,"EGR1",1
"GO:0016301","GO:0016301","kinase activity","3/260","282/6790",0.998945280667826,0.999819508507644,0.922946537937116,"PGK1/CCL2/TRIM28",3
"GO:0001216","GO:0001216","DNA-binding transcription activator activity","1/260","174/6790",0.998975425682813,0.999819508507644,0.922946537937116,"EGR1",1
"GO:0016773","GO:0016773","phosphotransferase activity, alcohol group as acceptor","2/260","258/6790",0.999595918295368,0.999819508507644,0.922946537937116,"CCL2/TRIM28",2
"GO:0016772","GO:0016772","transferase activity, transferring phosphorus-containing groups","3/260","333/6790",0.999819508507644,0.999819508507644,0.922946537937116,"PGK1/CCL2/TRIM28",3
