"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","3/262","61/6818",0.417751125405631,0.756345231439949,0.679373520520393,"TIMP1/RPL11/SNX3",3
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","3/262","61/6818",0.417751125405631,0.756345231439949,0.679373520520393,"HLA-DRA/HLA-DRB1/ANXA1",3
"GO:0051224","GO:0051224","negative regulation of protein transport","3/262","61/6818",0.417751125405631,0.756345231439949,0.679373520520393,"APOE/CHGA/SNX3",3
"GO:2001257","GO:2001257","regulation of cation channel activity","3/262","61/6818",0.417751125405631,0.756345231439949,0.679373520520393,"CCL2/TMSB4X/GRP",3
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"AGR2/ASCL1",2
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"MUC1/EFNA1",2
"GO:0042306","GO:0042306","regulation of protein import into nucleus","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"HSP90AA1/TRIM28",2
"GO:0043489","GO:0043489","RNA stabilization","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"YBX1/PABPC1",2
"GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"HSP90AA1/RAC1",2
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"TRIM28/H3-3B",2
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"GSTP1/EZR",2
"GO:0070828","GO:0070828","heterochromatin organization","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"TRIM28/H3-3B",2
"GO:0106027","GO:0106027","neuron projection organization","2/262","37/6818",0.418870282820897,0.756345231439949,0.679373520520393,"APOE/EFNA1",2
"GO:0031400","GO:0031400","negative regulation of protein modification process","12/262","286/6818",0.419395429998718,0.756345231439949,0.679373520520393,"LGALS3/SPINK1/RPL5/RPL11/GSTP1/ISG15/FABP4/APOE/RACK1/HSPB1/RPS20/RPS3",12
"GO:0043487","GO:0043487","regulation of RNA stability","4/262","86/6818",0.42240283087176,0.756345231439949,0.679373520520393,"ZFP36L1/SCGB1A1/YBX1/PABPC1",4
"GO:0001709","GO:0001709","cell fate determination","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"ASCL1",1
"GO:0002230","GO:0002230","positive regulation of defense response to virus by host","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"HSP90AA1",1
"GO:0002643","GO:0002643","regulation of tolerance induction","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"HLA-B",1
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"RN7SL1",1
"GO:0006700","GO:0006700","C21-steroid hormone biosynthetic process","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"EGR1",1
"GO:0006862","GO:0006862","nucleotide transport","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"SLC25A6",1
"GO:0006884","GO:0006884","cell volume homeostasis","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"AQP1",1
"GO:0007339","GO:0007339","binding of sperm to zona pellucida","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"PAEP",1
"GO:0007350","GO:0007350","blastoderm segmentation","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"BASP1",1
"GO:0014741","GO:0014741","negative regulation of muscle hypertrophy","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"IGFBP5",1
"GO:0021801","GO:0021801","cerebral cortex radial glia-guided migration","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"COL3A1",1
"GO:0022030","GO:0022030","telencephalon glial cell migration","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"COL3A1",1
"GO:0032232","GO:0032232","negative regulation of actin filament bundle assembly","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"PFN1",1
"GO:0035136","GO:0035136","forelimb morphogenesis","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"CRABP2",1
"GO:0035357","GO:0035357","peroxisome proliferator activated receptor signaling pathway","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"ALOX15B",1
"GO:0035795","GO:0035795","negative regulation of mitochondrial membrane permeability","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"SLC25A6",1
"GO:0042573","GO:0042573","retinoic acid metabolic process","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"CRABP2",1
"GO:0044090","GO:0044090","positive regulation of vacuole organization","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"GRN",1
"GO:0044406","GO:0044406","adhesion of symbiont to host","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"BPIFA1",1
"GO:0045672","GO:0045672","positive regulation of osteoclast differentiation","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"TYROBP",1
"GO:0045723","GO:0045723","positive regulation of fatty acid biosynthetic process","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"ANXA1",1
"GO:0046337","GO:0046337","phosphatidylethanolamine metabolic process","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"PLA2G2A",1
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"GSTP1",1
"GO:0048261","GO:0048261","negative regulation of receptor-mediated endocytosis","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"RAC1",1
"GO:0051220","GO:0051220","cytoplasmic sequestering of protein","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"TMSB4X",1
"GO:0051497","GO:0051497","negative regulation of stress fiber assembly","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"PFN1",1
"GO:0055093","GO:0055093","response to hyperoxia","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"ATP6",1
"GO:0060143","GO:0060143","positive regulation of syncytium formation by plasma membrane fusion","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"TYROBP",1
"GO:0060444","GO:0060444","branching involved in mammary gland duct morphogenesis","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"AREG",1
"GO:0060602","GO:0060602","branch elongation of an epithelium","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"AREG",1
"GO:0061042","GO:0061042","vascular wound healing","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"XBP1",1
"GO:0061318","GO:0061318","renal filtration cell differentiation","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"BASP1",1
"GO:0071577","GO:0071577","zinc ion transmembrane transport","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"SLC39A7",1
"GO:0071636","GO:0071636","positive regulation of transforming growth factor beta production","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"LUM",1
"GO:0071731","GO:0071731","response to nitric oxide","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"AQP1",1
"GO:0071875","GO:0071875","adrenergic receptor signaling pathway","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"CHGA",1
"GO:0072112","GO:0072112","podocyte differentiation","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"BASP1",1
"GO:0072207","GO:0072207","metanephric epithelium development","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"AQP1",1
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"ANXA1",1
"GO:1902547","GO:1902547","regulation of cellular response to vascular endothelial growth factor stimulus","1/262","14/6818",0.422548770498205,0.756345231439949,0.679373520520393,"CD63",1
"GO:0007409","GO:0007409","axonogenesis","8/262","186/6818",0.423897863391717,0.758322475340891,0.681149544344002,"SPP1/S100A6/BSG/APOE/HSP90AA1/EFNA1/RAC1/CRABP2",8
"GO:0032446","GO:0032446","protein modification by small protein conjugation","15/262","364/6818",0.428040459674291,0.761316701838924,0.683839054520898,"RPL5/RPL11/ISG15/RPS2/HSPA5/RACK1/HSP90AA1/IFI27/ELOB/RPS27A/RPS20/TRIM28/UBC/RPS3/EGR1",15
"GO:0007044","GO:0007044","cell-substrate junction assembly","3/262","62/6818",0.428089815544696,0.761316701838924,0.683839054520898,"S100A10/RAC1/ACTG1",3
"GO:0060840","GO:0060840","artery development","3/262","62/6818",0.428089815544696,0.761316701838924,0.683839054520898,"MDK/COL3A1/APOE",3
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","3/262","62/6818",0.428089815544696,0.761316701838924,0.683839054520898,"ZFP36L1/YBX1/PABPC1",3
"GO:1904950","GO:1904950","negative regulation of establishment of protein localization","3/262","62/6818",0.428089815544696,0.761316701838924,0.683839054520898,"APOE/CHGA/SNX3",3
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis","7/262","162/6818",0.4308883822894,0.761316701838924,0.683839054520898,"CALCA/SLC39A7/APOE/S100A9/ATP1B1/S100A14/MT2A",7
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","4/262","87/6818",0.431093715079172,0.761316701838924,0.683839054520898,"TMSB4X/BRK1/PFN1/DSTN",4
"GO:0030832","GO:0030832","regulation of actin filament length","4/262","87/6818",0.431093715079172,0.761316701838924,0.683839054520898,"TMSB4X/BRK1/PFN1/DSTN",4
"GO:0010517","GO:0010517","regulation of phospholipase activity","2/262","38/6818",0.432243401358441,0.761316701838924,0.683839054520898,"ARF4/ANXA1",2
"GO:0010657","GO:0010657","muscle cell apoptotic process","2/262","38/6818",0.432243401358441,0.761316701838924,0.683839054520898,"MDK/HSP90AA1",2
"GO:0030641","GO:0030641","regulation of cellular pH","2/262","38/6818",0.432243401358441,0.761316701838924,0.683839054520898,"GRN/ATP5F1B",2
"GO:0043407","GO:0043407","negative regulation of MAP kinase activity","2/262","38/6818",0.432243401358441,0.761316701838924,0.683839054520898,"GSTP1/APOE",2
"GO:0060135","GO:0060135","maternal process involved in female pregnancy","2/262","38/6818",0.432243401358441,0.761316701838924,0.683839054520898,"SPP1/BSG",2
"GO:0080164","GO:0080164","regulation of nitric oxide metabolic process","2/262","38/6818",0.432243401358441,0.761316701838924,0.683839054520898,"HSP90AA1/RAC1",2
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","2/262","38/6818",0.432243401358441,0.761316701838924,0.683839054520898,"YBX1/PABPC1",2
"GO:2001021","GO:2001021","negative regulation of response to DNA damage stimulus","2/262","38/6818",0.432243401358441,0.761316701838924,0.683839054520898,"MUC1/RPS3",2
"GO:0045597","GO:0045597","positive regulation of cell differentiation","19/262","468/6818",0.436006437543395,0.761316701838924,0.683839054520898,"MDK/ZFP36L1/HLA-DRA/S100A10/HLA-DRB1/FGA/ISG15/FGG/TYROBP/AGER/ANXA1/XBP1/RAC1/ALOX15B/ASCL1/CRABP2/PLA2G2A/WIF1/IFITM1",19
"GO:0051101","GO:0051101","regulation of DNA binding","3/262","63/6818",0.438363570058405,0.761316701838924,0.683839054520898,"TMSB4X/AGER/TRIM28",3
"GO:0045926","GO:0045926","negative regulation of growth","6/262","138/6818",0.43855076976265,0.761316701838924,0.683839054520898,"ENO1/IGFBP5/SPP1/RACK1/ALOX15B/MT2A",6
"GO:0032970","GO:0032970","regulation of actin filament-based process","9/262","214/6818",0.439631433209548,0.761316701838924,0.683839054520898,"MDK/S100A10/TMSB4X/BRK1/PFN1/RAC1/ACTG1/DSTN/RHOB",9
"GO:0030216","GO:0030216","keratinocyte differentiation","4/262","88/6818",0.439749968187194,0.761316701838924,0.683839054520898,"ZFP36L1/ANXA1/ALOX15B/KRT17",4
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","4/262","88/6818",0.439749968187194,0.761316701838924,0.683839054520898,"ZFP36L1/SCGB1A1/YBX1/PABPC1",4
"GO:0043588","GO:0043588","skin development","7/262","164/6818",0.443560198792052,0.761316701838924,0.683839054520898,"ZFP36L1/IGFBP5/COL3A1/ANXA1/ALOX15B/KRT17/COL1A2",7
"GO:0002021","GO:0002021","response to dietary excess","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"APOE",1
"GO:0002026","GO:0002026","regulation of the force of heart contraction","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"CHGA",1
"GO:0002092","GO:0002092","positive regulation of receptor internalization","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"CD63",1
"GO:0003016","GO:0003016","respiratory system process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"YWHAZ",1
"GO:0003180","GO:0003180","aortic valve morphogenesis","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"EFNA1",1
"GO:0006779","GO:0006779","porphyrin-containing compound biosynthetic process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"PGRMC1",1
"GO:0006783","GO:0006783","heme biosynthetic process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"PGRMC1",1
"GO:0007007","GO:0007007","inner mitochondrial membrane organization","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"ROMO1",1
"GO:0010644","GO:0010644","cell communication by electrical coupling","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"ATP1B1",1
"GO:0010737","GO:0010737","protein kinase A signaling","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"EZR",1
"GO:0010875","GO:0010875","positive regulation of cholesterol efflux","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"APOE",1
"GO:0010907","GO:0010907","positive regulation of glucose metabolic process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"NNMT",1
"GO:0016137","GO:0016137","glycoside metabolic process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"AKR1B10",1
"GO:0017004","GO:0017004","cytochrome complex assembly","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"COX3",1
"GO:0019359","GO:0019359","nicotinamide nucleotide biosynthetic process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"NNMT",1
"GO:0019363","GO:0019363","pyridine nucleotide biosynthetic process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"NNMT",1
"GO:0030449","GO:0030449","regulation of complement activation","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"VSIG4",1
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"MUC1",1
"GO:0032094","GO:0032094","response to food","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"SCNN1B",1
"GO:0032367","GO:0032367","intracellular cholesterol transport","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"NPC2",1
"GO:0032682","GO:0032682","negative regulation of chemokine production","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"GSTP1",1
"GO:0032753","GO:0032753","positive regulation of interleukin-4 production","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"HLA-E",1
"GO:0033014","GO:0033014","tetrapyrrole biosynthetic process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"PGRMC1",1
"GO:0033137","GO:0033137","negative regulation of peptidyl-serine phosphorylation","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"RACK1",1
"GO:0033233","GO:0033233","regulation of protein sumoylation","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"EGR1",1
"GO:0034104","GO:0034104","negative regulation of tissue remodeling","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"CALCA",1
"GO:0034315","GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"BRK1",1
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"APOE",1
"GO:0036474","GO:0036474","cell death in response to hydrogen peroxide","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"RACK1",1
"GO:0039694","GO:0039694","viral RNA genome replication","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"TRIM28",1
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint signaling","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"MUC1",1
"GO:0045606","GO:0045606","positive regulation of epidermal cell differentiation","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"ALOX15B",1
"GO:0046639","GO:0046639","negative regulation of alpha-beta T cell differentiation","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"ANXA1",1
"GO:0046676","GO:0046676","negative regulation of insulin secretion","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"CHGA",1
"GO:0048745","GO:0048745","smooth muscle tissue development","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"COL3A1",1
"GO:0051131","GO:0051131","chaperone-mediated protein complex assembly","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"HSP90AA1",1
"GO:0051443","GO:0051443","positive regulation of ubiquitin-protein transferase activity","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"RPS2",1
"GO:0060749","GO:0060749","mammary gland alveolus development","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"AREG",1
"GO:0061001","GO:0061001","regulation of dendritic spine morphogenesis","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"EFNA1",1
"GO:0061099","GO:0061099","negative regulation of protein tyrosine kinase activity","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"RACK1",1
"GO:0061377","GO:0061377","mammary gland lobule development","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"AREG",1
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"EGR1",1
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"EGR1",1
"GO:0072311","GO:0072311","glomerular epithelial cell differentiation","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"BASP1",1
"GO:0090330","GO:0090330","regulation of platelet aggregation","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"FGG",1
"GO:0140112","GO:0140112","extracellular vesicle biogenesis","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"SDC1",1
"GO:0150146","GO:0150146","cell junction disassembly","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"C1QB",1
"GO:1900027","GO:1900027","regulation of ruffle assembly","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"PFN1",1
"GO:1901522","GO:1901522","positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"XBP1",1
"GO:1902074","GO:1902074","response to salt","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"HSPA5",1
"GO:1902254","GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"MUC1",1
"GO:1903203","GO:1903203","regulation of oxidative stress-induced neuron death","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"RACK1",1
"GO:1905709","GO:1905709","negative regulation of membrane permeability","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"SLC25A6",1
"GO:2000008","GO:2000008","regulation of protein localization to cell surface","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"TYROBP",1
"GO:2000108","GO:2000108","positive regulation of leukocyte apoptotic process","1/262","15/6818",0.444784546825288,0.761316701838924,0.683839054520898,"ANXA1",1
"GO:0032507","GO:0032507","maintenance of protein location in cell","2/262","39/6818",0.445451261714264,0.761316701838924,0.683839054520898,"HSPA5/TMSB4X",2
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","2/262","39/6818",0.445451261714264,0.761316701838924,0.683839054520898,"PFN1/ATP1B1",2
"GO:0071277","GO:0071277","cellular response to calcium ion","2/262","39/6818",0.445451261714264,0.761316701838924,0.683839054520898,"HSPA5/ALOX5AP",2
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","5/262","114/6818",0.44711125972335,0.763732999813784,0.686009450781189,"RPL11/APOE/GPX1/RACK1/ELOB",5
"GO:0009267","GO:0009267","cellular response to starvation","4/262","89/6818",0.448368179480141,0.764366169554747,0.686578184129565,"DAP/HSPA5/XBP1/WDR45B",4
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","3/262","64/6818",0.448567337728319,0.764366169554747,0.686578184129565,"GPX1/TRIM28/H3-3B",3
"GO:0045089","GO:0045089","positive regulation of innate immune response","3/262","64/6818",0.448567337728319,0.764366169554747,0.686578184129565,"TYROBP/HSP90AA1/HLA-E",3
"GO:0071774","GO:0071774","response to fibroblast growth factor","3/262","64/6818",0.448567337728319,0.764366169554747,0.686578184129565,"ZFP36L1/CCL2/SCGB1A1",3
"GO:0030163","GO:0030163","protein catabolic process","20/262","497/6818",0.448713989284073,0.764366169554747,0.686578184129565,"TIMP1/EEF1A1/RPL5/RPL11/ISG15/HSPA5/APOE/GPX1/RACK1/HSP90AA1/XBP1/IFI27/ELOB/EFNA1/RPS27A/UBC/OAZ1/ODC1/SNX3/EZR",20
"GO:0009895","GO:0009895","negative regulation of catabolic process","7/262","165/6818",0.449879728421369,0.765931348827161,0.687984078301094,"TIMP1/RPL5/RPL11/DAP/YBX1/SNX3/PABPC1",7
"GO:0030324","GO:0030324","lung development","5/262","115/6818",0.454686818342043,0.767950489953052,0.689797735554559,"IGFBP5/COL3A1/AGR2/ASCL1/YWHAZ",5
"GO:0071695","GO:0071695","anatomical structure maturation","5/262","115/6818",0.454686818342043,0.767950489953052,0.689797735554559,"SPINK1/FGG/ASCL1/H3-3B/PAEP",5
"GO:0000904","GO:0000904","cell morphogenesis involved in differentiation","13/262","319/6818",0.454733465534064,0.767950489953052,0.689797735554559,"MDK/S100A10/SPP1/S100A6/BSG/FGA/FGG/APOE/HSP90AA1/EFNA1/RAC1/CRABP2/VSIG1",13
"GO:0030029","GO:0030029","actin filament-based process","16/262","396/6818",0.455130348706373,0.767950489953052,0.689797735554559,"MDK/KRT19/S100A10/TYROBP/TMSB4X/ANXA1/BRK1/PFN1/RAC1/MARCKSL1/ACTG1/AQP1/DSTN/RHOB/PLS3/EZR",16
"GO:0051493","GO:0051493","regulation of cytoskeleton organization","11/262","268/6818",0.455640786689946,0.767950489953052,0.689797735554559,"MDK/S100A10/TMSB4X/BRK1/PFN1/S100A9/RAC1/ACTG1/DSTN/RPS3/RHOB",11
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","7/262","166/6818",0.456186371987643,0.767950489953052,0.689797735554559,"CCL2/TMSB4X/CD63/TSPAN13/BPIFA1/GRP/ATP1B1",7
"GO:0001935","GO:0001935","endothelial cell proliferation","4/262","90/6818",0.45694506403333,0.767950489953052,0.689797735554559,"MDK/CCL2/APOE/F3",4
"GO:0007584","GO:0007584","response to nutrient","4/262","90/6818",0.45694506403333,0.767950489953052,0.689797735554559,"SPP1/GPX1/XBP1/ASCL1",4
"GO:0001523","GO:0001523","retinoid metabolic process","2/262","40/6818",0.458486795695852,0.767950489953052,0.689797735554559,"AKR1B10/CRABP2",2
"GO:0006879","GO:0006879","cellular iron ion homeostasis","2/262","40/6818",0.458486795695852,0.767950489953052,0.689797735554559,"FTL/LCN2",2
"GO:0042158","GO:0042158","lipoprotein biosynthetic process","2/262","40/6818",0.458486795695852,0.767950489953052,0.689797735554559,"APOE/WDR45B",2
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","2/262","40/6818",0.458486795695852,0.767950489953052,0.689797735554559,"CCL2/MUC1",2
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","2/262","40/6818",0.458486795695852,0.767950489953052,0.689797735554559,"SLC25A6/ROMO1",2
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","3/262","65/6818",0.458696346452014,0.767950489953052,0.689797735554559,"B2M/HLA-A/HLA-E",3
"GO:0003014","GO:0003014","renal system process","3/262","65/6818",0.458696346452014,0.767950489953052,0.689797735554559,"IGHA1/AQP1/IGKV3-20",3
"GO:0006941","GO:0006941","striated muscle contraction","3/262","65/6818",0.458696346452014,0.767950489953052,0.689797735554559,"HSP90AA1/CHGA/ATP1B1",3
"GO:0010469","GO:0010469","regulation of signaling receptor activity","3/262","65/6818",0.458696346452014,0.767950489953052,0.689797735554559,"LY6E/CCL2/AREG",3
"GO:0035270","GO:0035270","endocrine system development","3/262","65/6818",0.458696346452014,0.767950489953052,0.689797735554559,"MDK/ANXA1/ASCL1",3
"GO:1901654","GO:1901654","response to ketone","5/262","116/6818",0.462234448418197,0.767950489953052,0.689797735554559,"SPP1/RPL27/SCNN1A/SCNN1B/AQP1",5
"GO:1901699","GO:1901699","cellular response to nitrogen compound","14/262","347/6818",0.46523053797486,0.767950489953052,0.689797735554559,"ZFP36L1/IGFBP5/COL3A1/SPINK1/HSPA5/AGER/SCNN1A/SCNN1B/XBP1/GNAS/AQP1/EZR/COL1A2/EGR1",14
"GO:0009266","GO:0009266","response to temperature stimulus","4/262","91/6818",0.465477462305983,0.767950489953052,0.689797735554559,"COX2/CALCA/HSPB1/HSP90AA1",4
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"RPS21",1
"GO:0001556","GO:0001556","oocyte maturation","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"H3-3B",1
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"HLA-E",1
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"HLA-E",1
"GO:0006284","GO:0006284","base-excision repair","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"RPS3",1
"GO:0006829","GO:0006829","zinc ion transport","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"SLC39A7",1
"GO:0006929","GO:0006929","substrate-dependent cell migration","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"ATP5F1B",1
"GO:0007176","GO:0007176","regulation of epidermal growth factor-activated receptor activity","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"AREG",1
"GO:0007193","GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"PSAP",1
"GO:0008299","GO:0008299","isoprenoid biosynthetic process","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"CRABP2",1
"GO:0010665","GO:0010665","regulation of cardiac muscle cell apoptotic process","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"MDK",1
"GO:0021587","GO:0021587","cerebellum morphogenesis","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"HSPA5",1
"GO:0021799","GO:0021799","cerebral cortex radially oriented cell migration","1/262","16/6818",0.466167238098516,0.767950489953052,0.689797735554559,"COL3A1",1
